review_key,nobel_api_id,laureate_name,candidate_title,candidate_role,classification,technicality_score,classification_confidence,relationship_confidence,relationship_status,warning_flags,reviewer_decision,reviewer_reason,reviewer
864::46b9b220a879600277a66ab6b1980a9b23a77e55cbb31c666889b14f511b499f::author,864,Saul Perlmutter,Q136881538,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
864::7d7633cd84cfee5a28e494e147a17ea7116dd981efdc20b1732e1b11c45a1af4::author,864,Saul Perlmutter,Q136881539,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
864::87cd3a32c3111c8139568fac405a460e7f9fcf19c2109314aa5b454bb4b20717::author,864,Saul Perlmutter,Q136952352,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
864::e17eebcb5199520a29c6257201d95a1e334bceaba2fd60fb180e626d381f3ca2::author,864,Saul Perlmutter,Q136952356,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
864::9df30f9736301e63e06fc73fcf318525f3a2ec117c1a468610fb1ddc25c13f3e::author,864,Saul Perlmutter,Q136952371,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
864::1522f3eac77df697dab2b3b7fae70c03b235df8949cc92158831e9e8efb7ee6b::author,864,Saul Perlmutter,Q136952372,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
864::2338263a6ed886c433e70757d8b911a994621c5a4525c7649b80e7a2144c6737::author,864,Saul Perlmutter,Q136952378,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
353::abd6f6b9a8135296e9058bfd5db10d62a65b44c81af29cc586433a35ff9a6fd3::author,353,Selman A. Waksman,Guide to the classification and identification of the actinomycetes and their antibiotics,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
353::1a04548a2d88828ac48933e9c38bf0a869249aec23f3c75f788ed5be0139bd8a::author,353,Selman A. Waksman,"Laboratory manual of general microbiology, with special reference to the microorganisms of the soil",author,unknown,0.55,0.7,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
353::98b92bc7cbb5730f334d592928ecbfa97076f41a316ff332e9a7ff549615fb38::author,353,Selman A. Waksman,"Perspectives and horizons in microbiology, a symposium",author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
353::07adaed911b122af6dd7a0edb3c69e48bdda4056e1a46646344eb305ce797311::author,353,Selman A. Waksman,Principles of soil microbiology,author,unknown,0.57,0.7,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
353::99a4d851c29f597b8de721764a858f2d0866a7eec3cd2db37571c6c57b5daf8a::author,353,Selman A. Waksman,"The actinomycetes: their nature, occurrence, activities, and importance",author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
367::faeedc69f4c38af9912a82864dab004b01eb8d2d976d3a6b5d1ef75a589677bf::author,367,Severo Ochoa,Escritos,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
113::5270d25e93bf076b055262d6d52eea319626008a2ed31967b9fdce39253617e6::author,113,Sheldon Glashow,From Alchemy to Quarks The Study of Physics as a Liberal Art),author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
394::85ebe4c37ec6467f33d7566f6afaa5c5e9fbcdc7420a8fad5f1e5227a6f3dcf7::author,394,Sir Bernard Katz,"Nerve, muscle, and synapse / Bernard Katz. - 1966",author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
323::30406c0646555827c3ae3cea3f3cc39c168d1cd3aa09afb374dc5e6f35f21c53::author,323,Sir Charles Sherrington,"Boyce, Rubert William (DNB12)",author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
323::3daa54188e5cec700cbdaef6590da02126068fb75b0f8f351f3ed46d00cae671::author,323,Sir Charles Sherrington,Introduction to Creation by Evolution,author,unknown,0.6,0.7,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
323::bc38e193102800eac2383a2e47f4a922ddd7cd0e9e6d394be238d2a2626cb34e::author,323,Sir Charles Sherrington,Lectures on the method of science,author,unknown,0.72,0.7,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
323::41f53499938019df9ad11b400548b50e7efa5590a67ef6f247fbc136a0384ae2::author,323,Sir Charles Sherrington,"Lucas, Keith",author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
323::92322c29a572903de95cc61f1a407f9a7aecd0f6b6117d437d45962381d6414f::author,323,Sir Charles Sherrington,Mammalian physiology; a course of practical exercises,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
323::8362e3af2e793fdc2ec57151bc615f965de29a652f46aa131b36f286108105a4::author,323,Sir Charles Sherrington,Man on his Nature,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
323::67a6a6b65ac4cc32c343929fce4502b89fe5c5e70081e4695b772d773c2dcbca::author,323,Sir Charles Sherrington,On pilo-motor nerves,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
323::3316d6b0e168298e4c726ad273d3b6e28c89d72381e62e280b26448f78455b02::author,323,Sir Charles Sherrington,On secondary and tertiary degenerations in the spinal cord of the dog a preliminary communication,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
323::25e13539119b363a23fba3105fcd00ec22fda6fabc33cb2b416ece3f6d86a2b3::editor,323,Sir Charles Sherrington,The Thompson Yates Laboratories Report,editor,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
323::4e40bddb3c62ef63f24ec2b4084852b120680853b2f88861dbe7da7085c072db::editor,323,Sir Charles Sherrington,The Thompson Yates Laboratories Report,editor,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
323::48781a1ee82c6d86add588f8097360bf03566299c320a4e398bbe887c8515f92::editor,323,Sir Charles Sherrington,The Thompson Yates Laboratories Report,editor,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
323::7944bdca0859345c1ff7c56fda14e5698ba88831d76684f091cb46c693c03ea8::editor,323,Sir Charles Sherrington,The Thompson Yates Laboratories Report,editor,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
219::515320d1e955ee729b941b54c16acaaafd0b3ba968c92e7ec58f0b7209799191::author,219,Sir Cyril Hinshelwood,"Crookes, William",author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
369::29b380857369296a4f79b9a21ddb958b7d42c0b504f877ba635352a1b3d171d1::author,369,Sir Frank Macfarlane Burnet,Influenza : a survey of the last 50 years in the light of modern work on the virus of epidemic influenza,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
369::8f0e89dc8e7956542047b78ccb4520a0f08d7cb4b2a00a546498997f7073ffeb::author,369,Sir Frank Macfarlane Burnet,The production of antibodies,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
369::e45858fc393a9a54a118244e1869eb20a0fe2675b8c987e689077723453202c3::author,369,Sir Frank Macfarlane Burnet,"The viruses; biochemical, biological, and biophysical properties",author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
369::cce7f1fbb4d7aaeb453025c4d27a492513788e01599a3648d7c9ee97cdd366a0::author,369,Sir Frank Macfarlane Burnet,Virus as organism,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
369::35fdb14629647f430057132bb4b640b1bbcb39bb5a407898b7451a4e7442cd87::author,369,Sir Frank Macfarlane Burnet,Viruses and man,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
320::5c1460db567ea3be0d4c2db6b34123489bd7700fb790eba245b39a6bcbc1f943::author,320,Sir Frederick Hopkins,Physiology and national needs,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
341::6cb223d21a360e94c189b00caf98ebf3d0a3c208d63173cee9fbcb79c054bafb::author,341,Sir Howard Florey,Antibiotics,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
874::0d28dcba83f08197ec323306abfec456177125db73d5aa21b01a066cd9e6e70f::author,874,Sir John B. Gurdon,Gene expression during cell differentiation / J. B. Gurdon. - 1978,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
375::95e8c321cf851df4a2685a155d1b4ced03d3b0a0aecdc79b775129e9354d62b7::author,375,Sir John Eccles,How the Self Controls Its Brain,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
375::716d3aff4aba89801ca99c28ffa1396a98325d474c2cd32ee714c1a73bffb7e7::author,375,Sir John Eccles,Q108894632,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
375::0afe771c63a8e35ec18e3cf8cd41907a91f23789d5d5b37d77ad49405de4c306::author,375,Sir John Eccles,Q108935291,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
108::c184a8df32ff66200bfb6926a1c50599580da981a2f2d855e2b195ee24d514b0::author,108,Sir Nevill F. Mott,Atomic structure and the strength of metals / N. F. Mott. - 1956,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
737::60f80aeea6666c2feebc6d01db3fcda8fb9aed2d4560eaed3bdf750ce9409fec::author,737,Sir Paul Nurse,Q122101333,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
207::31b11bb1bc592686ca95dbacc18dbfdfafc39dd6c77d1c3bb0a9daf9969d0b3a::author,207,Sir Robert Robinson,The life and work of Professor William Henry Perkin,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
163::bd504dd0ac72ddbf404ce4a77cc858a6018eec92dfda2b851eb8907c6821ec7b::author,163,Sir William Ramsay,Essays biographical and chemical,author,unknown,0.2,0.7,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
163::049855b4c9017f6d636e523851a3c2d7113043cf5a470573525e4ea11cb74749::author,163,Sir William Ramsay,Q131621812,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
457::4b1dbb0378c436e30b5f3deae72f027cb88c8fde3fb2fb91aff5482118661174::author,457,Stanley B. Prusiner,Q136984591,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
457::5d428fc432d95571daefdb20bf5466e8bf92b0e18a88adc9a4acfab13f043416::author,457,Stanley B. Prusiner,Q136984593,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
457::d0e48604c37d188b6ef34784e386aa6e0810575224b4ec9668463d9a785f280a::author,457,Stanley B. Prusiner,Q136984635,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
457::36e2f5157970c86b27f5041341a22ffce8d369fc687e1172c04aeb5e1ecdf18e::author,457,Stanley B. Prusiner,Q136984654,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
152::53ad2f42974f527b05b8c8d5c8ac65bf54bf9728b955adc47b66967b1ab4ce8b::author,152,Steven Chu,Q137043281,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
152::b8cd97c58dcfcc1f352bca28f4a94328855f73320d68623262d9a9a057fe8fb4::author,152,Steven Chu,Q137166892,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
115::b5a9e7037df1f11121a1201768819d69db6737cba2d09a19cc9aaa8b1277a031::author,115,Steven Weinberg,Lectures on Quantum Mechanics,author,unknown,0.84,0.7,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
115::53f2c43c83366583075dad5c64ec57707f919bec684fa5255fc9a5f82caa4afd::author,115,Steven Weinberg,Q108815406,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
115::52237e29b936850be27d005d1af8d84fd154efb261e4776e4a0803af2f240fb9::author,115,Steven Weinberg,Q121979628,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
115::8a4408e1bd509181ebb5e12a10c013176a678fcac440cbf894477df46c8168b3::author,115,Steven Weinberg,Third Thoughts,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
122::457f60c2d40a5c3ebe4d3a8b2c1ed9b383e703faf10e91a0dd72842d061fe1b0::author,122,Subrahmanyan Chandrasekhar,On the Decay of Plane Shock Waves,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
436::2a76e058ed5fbf84bce57ecc77f4974f11a336c79ec812446fdb58d81faaf3e0::author,436,Susumu Tonegawa,Q137013672,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
162::45753798c05ddc1ae9ee2ba503049ab911fe3f876caa481ad712ec39c69c1d00::author,162,Svante Arrhenius,Immunochemistry; the application of the principles of physical chemistry to the study of the biological antibodies,author,unknown,0.57,0.7,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
162::42ccae61d7173cc857270448787d91d0401b4627c7b36fe2b37db1cdd8024b2d::author,162,Svante Arrhenius,Le Destin des étoiles,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
162::f87becacefe0e0cb3a6c015adfa392d7df72c86b6a67e0a75745b001515d5c95::author,162,Svante Arrhenius,Människan inför världsgåtan,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
162::bd996147d8a218ca6fc79eb53a7c6931c78bff43ffa9bc6a89fb86eac95f79bc::author,162,Svante Arrhenius,Q131739665,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
162::b30e2ac8d1824620015a3d5ea5ae7089851e04f981eeabbf6dd5b91aa65c7d6d::author,162,Svante Arrhenius,Q19150265,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
162::6145f2d7e3ccfc7030d145b96c16130790755ef9cc6ab0efcfe024d993a7c57e::author,162,Svante Arrhenius,Quantitative laws in biological chemistry,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
162::24f0fb3a19386f93f7a64f8bddd96a39b92d76560a200252a9f0063ae97d954f::author,162,Svante Arrhenius,Stjärnornas öden,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
162::909fce986c36298b2765a0f4c27e94844427f52ce72cdf1330d2fb6ed5f52761::author,162,Svante Arrhenius,Världarnas utveckling,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
1011::0b06d4a5b8aae04668b42f911cafc3d29c424333e5a02b27d996124cde2391e8::author,1011,Svante Pääbo,How the E19 protein of adenoviruses modulates the immune system,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
1011::af0e1cd4a886a584f8aac677791f73210942a4b921d77ada5ece1889ec2b69bf::author,1011,Svante Pääbo,Neanderthal Man: In Search of Lost Genomes,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
1011::fabd1ec6e3edf2cae427632eb2e079e68e625acd4b7b924eace26f57c4369d58::author,1011,Svante Pääbo,Svante Pääbo: DNA clues to our inner neanderthal,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
959::ff0adb3e72cabd2d464427bdf35dea985bb10070a8dd7b4bdfc0b68d47920f34::author,959,Tasuku Honjo,Q137009002,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
959::4ca997a29b0dff7629679b2b29a26f456e41e8ff45d98c97b6dc95c10d0f237c::author,959,Tasuku Honjo,Q137009006,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
959::c82b353129186d525bfd00d40460d3b005534711a5d19cd0b69cd9fad4ecfe8f::author,959,Tasuku Honjo,Q137009008,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
959::32bff6377dc59a4c59114f6afa8395fabc48927a3e48d1a0bd397caf8a65fe85::author,959,Tasuku Honjo,Q137009012,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
959::1435272c928e4cabc48ac5a272c68f56e040b648fd7c051b4256324bece1a57d::author,959,Tasuku Honjo,Q137009013,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
959::20ab2cd70a570455c0926aaa877009e340b7dd4f278b94e7360a44e46335e361::author,959,Tasuku Honjo,Q137009014,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
959::22842ae47b37929e193cdb72ce163207a8530a2ee7b64f04ca9c455d91dc4ece::author,959,Tasuku Honjo,Q137009050,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
959::956ea5d0ba197f550554f17155ff9ba41884252609a65d9637fbfd9d5b81c786::author,959,Tasuku Honjo,Q137009053,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
183::764a49d7f8f730e1ce820744c0c28acf7ff52854582ae435f7c857ce14a530d9::author,183,The Svedberg,The ultracentrifuge,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
842::c5191c6f7f4a6b0650a3af4039a793b56b40cf296f7ee5fd05746a655995889b::author,842,Thomas A. Steitz,Q136850628,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
886::2de28ac0e0bfb84ae08cfb183f897f125213ab96a8e7eafa3a7add69ab843a6b::author,886,Thomas C. Südhof,Q137043234,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
886::0238951b68bf39fae6efff150b72dfec4252e67214f7adba8d2ba30e85967bfc::author,886,Thomas C. Südhof,Q137043238,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
886::53b29dfcaeaeb0ecf13338146d6193396a7f7bee170ea2b4b847f04e2bf80872::author,886,Thomas C. Südhof,Q137043253,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
886::10bad395faad8c0ca597ae9dc4ececdd86dc80e1bbb1d150f80597dee299084f::author,886,Thomas C. Südhof,Q137043260,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
886::b40b6a79117c8a173e18a74799900b5778163fc6510c02688987e87aa053c28a::author,886,Thomas C. Südhof,Q137043261,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
886::57a7836bc24a9d2cd52b6fc9b3898d2d57f4ca973b656c2db0b5a29aa1e1396b::author,886,Thomas C. Südhof,Q137043264,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
886::b6ec29464ec1236c0a7f9eaad1e2cd5817210a96c4ceda280d98af4b808bf60c::author,886,Thomas C. Südhof,Q137043266,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
886::3d8205c7af43e5c9c6172e7ef7a5460706978eda7f66806308c2c01e5991cbf0::author,886,Thomas C. Südhof,Q137043271,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
886::2fdfe739088597039f85cc345ec89cb5168305706cdf7873151bbbd3151bf5b0::author,886,Thomas C. Südhof,Q137043276,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
886::0fb49b748cc105c137e8d55bc87d433f81aa7d25699ba6442e57165895442abd::author,886,Thomas C. Südhof,Q137043277,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
886::53ad2f42974f527b05b8c8d5c8ac65bf54bf9728b955adc47b66967b1ab4ce8b::author,886,Thomas C. Südhof,Q137043281,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
325::a258ec0c504542560d46ec0b5689a6f30b7c5436a905dba307d2d69d33279937::author,325,Thomas H. Morgan,A contribution to the embryology and phylogeny of the pycnogonids ..,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
325::edb929d95b4d727685b674c8ec7745764734f7350dc18c1f3e2e6037d13b56f8::author,325,Thomas H. Morgan,A critique of the theory of evolution,author,unknown,0.57,0.7,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
325::07572393c246f6dffba60203171693003868153ee76f2e0c9e5914e720c7a3f2::author,325,Thomas H. Morgan,Contribution to the embryology and phylogeny of the Pycnogonids ..,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
325::39a77e96c479f61f19bcbd6e14970d14a0f0b9d79041ece8d2299edcaf9265db::author,325,Thomas H. Morgan,Contributions to the genetics of Drosophila melanogaster,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
325::339b198b955ce046dc4b206f90e4e09f230bb44ed34204bfd685c08e7137b617::author,325,Thomas H. Morgan,Contributions to the genetics of Drosophila melanogaster ..,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
325::cbe20ad00536079750662e961c75b4ad460c89b25c0d724011ce62076b0f2886::author,325,Thomas H. Morgan,Evolution and adaptation,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
325::42ab1a83c31b2bb6cde661d01101fbc4803fff762b4a3224dbaa11eb017d40fb::author,325,Thomas H. Morgan,Evolution and adaptation,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
325::40e33ad8afed079935d4e59e6d58cac9032889449ac76e318389d409f3490715::author,325,Thomas H. Morgan,Evolution and genetics,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
325::370f987df5c810dc4ec8a7e535ef975379ee90e14e11487db4713e066e2c2ad4::author,325,Thomas H. Morgan,Experimental embryology. --,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
325::3cd474d73b962d72816fcaf7acaf662e6eb25a17616dfbb107d50bf1665b9223::author,325,Thomas H. Morgan,Experimental zoölogy,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
325::544259749a0c4fae672ed1fb578c7483229158d2cdb209f6cd2c92494b6f524d::author,325,Thomas H. Morgan,Experimental zoölogy,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
325::e99d7e5480e323666de4beaa8892eb135bcdd4cb5383b093db8c0c92047c987f::author,325,Thomas H. Morgan,Heredity and sex,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
325::9a60bdd2c1c96d91e60c92fa64d4281ff9bd392357badcc441f766fd825178c3::author,325,Thomas H. Morgan,Heredity and sex,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
325::a3a77991d181063167b4dc3472a5a4d4418a63fd7f5d68037d3efd1abdb93443::author,325,Thomas H. Morgan,Heredity and sex,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
325::c79e3d3bd7297afb3a74ccedbf6d815aede381d8780e5c7063932bf48a641e03::author,325,Thomas H. Morgan,Heredity and sex,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
325::797fb0610241e36314622383bf95dd61dc2a69b89d3210488e99320a78b73a2a::author,325,Thomas H. Morgan,Sex-linked inheritance in Drosophila,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
325::9f2889ec4a748d5de05df849fa72c17568d2460babe167f1854ce55ca74e14d4::author,325,Thomas H. Morgan,The Mechanism of Mendelian heredity,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
325::6db0cdaa8c93c00c048f1b97c0f1c388bae789d76e147d809c65eeb1462ba4f1::author,325,Thomas H. Morgan,The development of the frog's egg: an introduction to experimental embryology,author,unknown,0.6,0.7,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
325::76d16637d7e798f4e994b2002b8f67d37cb2238355e6f54ce3f04d10ff956e05::author,325,Thomas H. Morgan,The development of the frog's egg; an introduction to experimental embryology,author,unknown,0.6,0.7,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
325::c34cd3ba467f6064b18df85a89ed74fe46028d37f77c499e7a04c7368fbf1f56::author,325,Thomas H. Morgan,The genetic and the operative evidence relating to secondary sexual characters,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
325::ce0249ee44fbbd35f402ea289ad4649e3063e9d1ec7628fcb9611b37346240c9::author,325,Thomas H. Morgan,The mechanism of Mendelian heredity,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
325::1c204590a5e14b669181c81cd133f3f9a6c8bfe41422c777ff306bc5802a68af::author,325,Thomas H. Morgan,The physical basis of heredity,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
325::5885b34cb4b0ba70e3ee0183277060eecf32ed5c581c5938bc03ac5cce733f0c::author,325,Thomas H. Morgan,The physical basis of heredity,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
325::264e0ca547b7c706951b1c96e72976357b16c35a6382c2153b8fcc8f46746d1c::author,325,Thomas H. Morgan,The physical basis of heredity,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
325::326b013ddf99ba91ca643960cae3a0d5b8ef44a7763b79f48782608730ce5fb1::author,325,Thomas H. Morgan,The physical basis of heredity,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
325::0dc8741d26b0dd01545e52bdec220a2fb2a72b18c316170c41ccac99e25d578a::author,325,Thomas H. Morgan,The physical basis of heredity,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
325::f5c655d643ca6af0b7cc2b495fe72aca2af3a576c048003ec3f902606d192a02::author,325,Thomas H. Morgan,law of segregation,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
357::e506202f76f50f65eb995bac1688427017e3ac96965c56daadcd74833d75fe37::author,357,Thomas H. Weller,ERNEST EDWARD TYZZER 1875-1965,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
274::84afaea508d72137165d2cb875845da9017e92ae154b3b4a11c15ebcde78c6e4::author,274,Thomas R. Cech,Q136792562,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
274::e1a2e6a34a51ca21521fcb75583dfbf99077a315bc36e094b76c9a8b7e846a32::author,274,Thomas R. Cech,Q136792563,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
274::23991699b58294193d8e216305b4000da5fffd56e9fe0b79c64ebe1060218653::author,274,Thomas R. Cech,Q136792565,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
